 OTUID	CHF0M0R1	CHF1M1R1	CHF2M1R1	CHF4M1R1	CHF6M1R1	CHF1M3R1	CHF1M3R2	CHF1M3R3	CHF2M3R1	CHF2M3R2	CHF2M3R3	CHF4M3R1	CHF4M3R2	CHF4M3R3	CHF5M3R1	CHF5M3R2	CHF5M3R3	CHF6M3R1	CHF6M3R2	CHF6M3R3	CHF1M6R1	CHF1M6R2	CHF1M6R3	CHF2M6R1	CHF2M6R2	CHF2M6R3	CHF4M6R1	CHF4M6R2	CHF4M6R3	CHF5M6R1	CHF5M6R2	CHF5M6R3	CHF6M6R1	CHF6M6R2	CHF6M6R3	XWF0M0R1	XWF1M1R1	XWF2M1R1	XWF4M1R1	XWF5M1R1	XWF6M1R1	XWF1M3R1	XWF1M3R2	XWF1M3R3	XWF2M3R1	XWF4M3R1	XWF4M3R2	XWF4M3R3	XWF5M3R1	XWF5M3R2	XWF5M3R3	XWF6M3R1	XWF6M3R2	XWF6M3R3	XWF1M6R1	XWF1M6R2	XWF1M6R3	XWF2M6R1	XWF2M6R2	XWF2M6R3	XWF4M6R1	XWF4M6R2	XWF4M6R3	XWF5M6R1	XWF5M6R2	XWF5M6R3	XWF6M6R1	XWF6M6R2	XWF6M6R3	APF0M0R1	APF1M1R1	APF1M1R2	APF1M1R3	APF2M1R1	APF2M1R2	APF2M1R3	APF4M1R1	APF4M1R2	APF4M1R3	APF5M1R1	APF5M1R2	APF5M1R3	APF6M1R1	APF6M1R2	APF6M1R3	APF1M3R1	APF1M3R2	APF1M3R3	APF2M3R1	APF2M3R2	APF2M3R3	APF5M3R1	APF4M3R1	APF4M3R2	APF4M3R3	APF5M3R2	APF5M3R3	APF6M3R1	APF6M3R2	APF6M3R3	APF1M6R1	APF1M6R3	APF2M6R1	APF2M6R2	APF2M6R3	APF4M6R1	APF4M6R2	APF4M6R3	APF5M6R1	APF5M6R2	APF6M6R1	APF6M6R2	APF6M6R3	Taxonomy	superkingdom	phylum	class	order	family	genus	species
OTU769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Unassigned{order}(39);Unassigned{family}(23);Unassigned{genus}(17);Unassigned{species}(17)	Eukaryota			Unassigned	Unassigned	Unassigned	Unassigned
OTU77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	105	4	0	0	0	1	0	0	4	3	0	0	0	0	0	0	0	0	1	0	5	0	0	0	26	3	0	0	2	0	0	0	0	0	0	0	0	23	1	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Ascomycota{phylum}(100);Saccharomycetes{class}(100);Saccharomycetales{order}(100);Dipodascaceae{family}(100);Yarrowia{genus}(100);Yarrowia_sp._Idd1{species}(100)	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia_sp._Idd1
OTU770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Unassigned{species}(32)	Eukaryota						Unassigned
OTU771	0	0	0	3	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	23	39	46	0	0	0	0	0	0	3	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Dictyochophyceae{class}(100);uncultured_dictyochophyte{species}(97)	Eukaryota		Dictyochophyceae				uncultured_dictyochophyte
OTU772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Unassigned{phylum}(21);Unassigned{order}(17);Unassigned{family}(9);Unassigned{genus}(9);Unassigned{species}(8)	Eukaryota	Unassigned		Unassigned	Unassigned	Unassigned	Unassigned
OTU773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Viridiplantae{superkingdom}(100);Chlorophyta{phylum}(100);Ulvophyceae{class}(100);Ulotrichales{order}(100);Ulotrichaceae{family}(77);Ulothrix{genus}(77);Ulothrix_zonata{species}(77)	Eukaryota	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Ulothrix	Ulothrix_zonata
OTU774	0	0	0	0	0	0	0	0	0	0	0	10	0	28	0	0	0	0	0	0	0	0	0	0	0	0	7	19	7	0	0	0	0	0	0	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	18	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Pyrenomonadales{order}(100);Chroomonadaceae{family}(100);Chroomonas{genus}(100);Chroomonas_sp._M1481{species}(64)	Eukaryota			Pyrenomonadales	Chroomonadaceae	Chroomonas	Chroomonas_sp._M1481
OTU775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Unassigned{class}(5);Unassigned{genus}(3);Unassigned{species}(3)	Eukaryota		Unassigned			Unassigned	Unassigned
OTU776	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	49	0	22	0	0	5	23	3	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Viridiplantae{superkingdom}(100);Chlorophyta{phylum}(100);Trebouxiophyceae{class}(99);Chlorellales{order}(87);Chlorellaceae{family}(87);Unassigned{genus}(45);Unassigned{species}(22)	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Unassigned	Unassigned
OTU777	11	0	0	81	0	0	0	0	0	0	0	56	1	142	0	0	0	0	0	0	2	0	0	0	0	0	366	482	372	0	0	0	0	0	0	0	0	0	104	0	15	0	0	0	0	0	3	27	2	1	0	0	0	0	0	0	0	0	0	0	31	4	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	Eukaryota{superkingdom}(100);Unassigned{order}(34);Unassigned{family}(33);Unassigned{species}(29)	Eukaryota			Unassigned	Unassigned		Unassigned
OTU778	0	0	0	0	0	0	0	171	0	0	0	0	0	11	0	0	0	0	12	141	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	98	0	0	0	1	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Ascomycota{phylum}(100);Eurotiomycetes{class}(100);Eurotiales{order}(100);Aspergillaceae{family}(99);Aspergillus{genus}(87);Unassigned{species}(59)	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Unassigned
OTU779	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Eukaryota{superkingdom}(100);Viridiplantae{superkingdom}(100);Chlorophyta{phylum}(100);Chlorophyceae{class}(99);Chlamydomonadales{order}(99);uncultured_Chlamydomonadales{species}(69)	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales			uncultured_Chlamydomonadales
OTU78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Basidiomycota{phylum}(100);Pucciniomycetes{class}(100);Pucciniales{order}(100);Pucciniaceae{family}(77);Puccinia{genus}(65);Unassigned{species}(58)	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Unassigned
OTU780	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	48	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	109	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Dictyochophyceae{class}(100);Pedinellales{order}(100);Pseudopedinella{genus}(100);Pseudopedinella_sp._HSY-2011{species}(99)	Eukaryota		Dictyochophyceae	Pedinellales		Pseudopedinella	Pseudopedinella_sp._HSY-2011
OTU781	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Bacillariophyta{phylum}(68);Unassigned{class}(46);Unassigned{order}(4);Unassigned{family}(4);Unassigned{genus}(4);Unassigned{species}(4)	Eukaryota	Bacillariophyta	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	68	2	0	0	0	0	0	0	0	0	0	39	0	26	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Eukaryota{superkingdom}(100);Unassigned{order}(55);Unassigned{family}(53);Unassigned{genus}(43);Unassigned{species}(28)	Eukaryota			Unassigned	Unassigned	Unassigned	Unassigned
OTU783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Unassigned{species}(0)	Eukaryota						Unassigned
OTU784	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Pyrenomonadales{order}(100);Chroomonadaceae{family}(100);Chroomonas{genus}(100);Chroomonas_coerulea{species}(100)	Eukaryota			Pyrenomonadales	Chroomonadaceae	Chroomonas	Chroomonas_coerulea
OTU785	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Eukaryota{superkingdom}(100);Viridiplantae{superkingdom}(100);Chlorophyta{phylum}(100);Trebouxiophyceae{class}(99);Unassigned{genus}(39);Unassigned{species}(32)	Eukaryota	Chlorophyta	Trebouxiophyceae			Unassigned	Unassigned
OTU786	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	15	0	0	43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Unassigned{class}(49);Unassigned{order}(49);Unassigned{family}(49);Unassigned{genus}(38);Unassigned{species}(29)	Eukaryota		Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Viridiplantae{superkingdom}(100);Chlorophyta{phylum}(100);Chlorophyceae{class}(84);Chlamydomonadales{order}(84);Unassigned{family}(54);Unassigned{genus}(52);Unassigned{species}(49)	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Unassigned	Unassigned	Unassigned
OTU788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Metazoa{superkingdom}(76);Unassigned{phylum}(25);Unassigned{class}(14);Unassigned{order}(6);Unassigned{family}(5);Unassigned{genus}(4);Unassigned{species}(4)	Eukaryota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Unassigned{species}(1)	Eukaryota						Unassigned
OTU79	1	0	0	0	0	2	0	0	1	1	2	1	0	0	1	1	1	0	5	153	0	1	3	1	0	0	1	0	1	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	17	0	1	1	2	0	2	1	0	1	76	43	1	0	0	0	1	0	0	2061	0	0	1	1	2	1	327	948	957	1	3	113	0	0	109	65	2	6	101	0	0	4	4074	4514	4371	36	0	0	131	4	2151	889	0	0	105	3201	3419	2340	1862	493	490	504	885	Eukaryota{superkingdom}(100);Synurophyceae{class}(100);Synurales{order}(100);Mallomonadaceae{family}(100);Mallomonas{genus}(100);Mallomonas_akrokomos{species}(100)	Eukaryota		Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	Mallomonas_akrokomos
OTU790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Metazoa{superkingdom}(63);Unassigned{phylum}(28);Unassigned{class}(19);Unassigned{order}(8);Unassigned{family}(8);Unassigned{genus}(8);Unassigned{species}(8)	Eukaryota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU791	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	217	65	0	0	3	0	0	0	0	0	0	0	0	0	0	87	21	24	0	0	267	0	0	0	227	0	0	0	2	0	7	0	0	0	0	0	Eukaryota{superkingdom}(100);Chrysophyceae{class}(92);Chromulinales{order}(90);Chromulinaceae{family}(88);Unassigned{genus}(39);Unassigned{species}(39)	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Unassigned	Unassigned
OTU792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Viridiplantae{superkingdom}(100);Chlorophyta{phylum}(100);Chlorophyceae{class}(100);Chlamydomonadales{order}(100);Chlorococcaceae{family}(99);Chlorococcum{genus}(99);Chlorococcum_sp._GRK6-DB3{species}(91)	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlorococcaceae	Chlorococcum	Chlorococcum_sp._GRK6-DB3
OTU793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	54	7	0	0	0	0	0	0	0	0	0	38	0	4	0	0	0	0	67	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Synurophyceae{class}(68);Synurales{order}(67);Mallomonadaceae{family}(63);Unassigned{genus}(31);Unassigned{species}(23)	Eukaryota		Synurophyceae	Synurales	Mallomonadaceae	Unassigned	Unassigned
OTU794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Metazoa{superkingdom}(67);Unassigned{phylum}(23);Unassigned{class}(12);Unassigned{order}(5);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)	Eukaryota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Viridiplantae{superkingdom}(100);Chlorophyta{phylum}(100);Chlorophyceae{class}(99);Chlamydomonadales{order}(99);Chlamydomonadaceae{family}(94);Chlamydomonas{genus}(92);Chlamydomonas_noctigama{species}(79)	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas_noctigama
OTU796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Dictyochophyceae{class}(100);Pedinellales{order}(63);Unassigned{genus}(53);Unassigned{species}(51)	Eukaryota		Dictyochophyceae	Pedinellales		Unassigned	Unassigned
OTU797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Unassigned{species}(48)	Eukaryota						Unassigned
OTU798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Bacillariophyta{phylum}(100);Fragilariophyceae{class}(94);Fragilariales{order}(94);Fragilariaceae{family}(94);Fragilaria{genus}(91);Fragilaria_vaucheriae{species}(83)	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Fragilaria	Fragilaria_vaucheriae
OTU799	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Unassigned{species}(3)	Eukaryota						Unassigned
OTU8	0	0	0	0	0	71	0	0	0	93	258	5	0	0	0	0	0	0	0	0	20	80	0	15	10	0	0	2	0	68	88	0	49	0	0	40	0	0	0	0	0	449	0	0	0	22	29	32	0	122	197	1000	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	26	69	101	182	0	0	0	582	0	244	0	0	0	0	0	0	0	0	1	0	0	0	0	162	0	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Basidiomycota{phylum}(100);Microbotryomycetes{class}(100);Sporidiobolales{order}(100);Sporidiobolaceae{family}(100);Rhodotorula{genus}(100);Rhodotorula_mucilaginosa{species}(100)	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_mucilaginosa
OTU80	0	0	1	0	1	2	0	2	1	0	0	1	1	3	1	0	1	0	0	3	0	0	1	0	1	3	0	0	1	1	2	1	0	58	0	4	0	2	128	5	74	0	1	0	0	174	143	188	54	145	1	1	1	1	3	4	0	136	58	97	524	459	193	1	0	2	151	2	1	5112	2	8	5	376	403	281	4441	4005	4371	143	3	90	259	475	332	83	604	148	521	1447	621	483	3176	2875	3003	292	328	625	1222	458	1242	931	4352	1684	2912	5894	6406	5687	1302	877	3288	2934	3678	Eukaryota{superkingdom}(100);Viridiplantae{superkingdom}(100);Unassigned{phylum}(26);Unassigned{class}(26);Unassigned{order}(26);Unassigned{family}(26);Unassigned{genus}(26);Unassigned{species}(26)	Eukaryota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
